N,P,K,temperature,humidity,ph,rainfall,label
32,139,198,35.89307536,82.66850729,6.358186848,66.53946559,grapes
73,21,50,25.93852038,84.81398873,6.20179939,264.47780851,cardamom
102,50,66,21.42014856,88.78166689,6.02791212,119.78071348,turmeric
89,41,87,28.22873502,75.83778911,6.12305848,184.73853668,tea
23,23,30,32.82141065,47.45553843,4.755273631000001,90.89173106,mango
89,39,36,10.09883589,38.65881481,7.83432934,37.45942428,mustard
91,36,45,24.44345477,82.45432595,5.950647577000001,267.97619480000003,rice
102,48,87,29.90277788,93.86285196,5.19971785,203.48492697,coconut
136,41,104,28.61783881,77.93544109,5.56031422,201.97722052,banana
95,36,69,26.86386804,84.65573594,6.2237978,254.44989953,cardamom
44,60,55,34.2804607,90.55561637,6.825371185,98.54047745,papaya
99,15,27,27.41711238,56.63636248,6.086922359,127.92461000000002,coffee
41,38,35,29.8645662,58.604849,6.8928458,73.11743138,groundnut
98,63,89,29.52142335,94.6559467,5.79351184,219.64144005,banana
95,47,87,18.21872607,93.18297354,5.87338228,275.26758002,tea
96,32,47,18.15535158,56.18602214,7.38852149,60.70914537,wheat
51,42,33,31.99411918,37.23451726,7.3914371,85.03461441,jowar
87,42,80,21.26377396,77.18035185,5.73768327,181.76444939,turmeric
30,64,20,33.8642935,61.57072498,6.573531614,68.02199825,blackgram
57,23,28,32.49069935,55.89631767,5.81098922,40.31604343,jowar
105,93,46,25.01018457,78.76260938,5.760457558,108.3690513,banana
92,45,22,21.9620522,56.10049871,6.74286699,57.44543727,wheat
92,7,45,26.70607759,81.14149505,6.944640222,51.51033554,watermelon
89,53,65,24.86054693,71.34967919,5.61184389,158.43764508,banana
79,42,37,24.87300744,82.84022551,6.587918707999999,295.6094492000001,rice
107,42,24,22.04612876,84.62978302,6.144631795,86.00758678,cotton
86,69,86,29.14926816,85.0144057,7.21856489,215.75562352,banana
63,50,52,28.64555584,93.22642604,6.751747609,115.8163936,papaya
55,78,21,33.39438752,62.93692886,6.602888248999999,63.57445989,blackgram
152,80,40,25.56424606,67.90772558,7.05951448,184.16994464,sugarcane
93,94,53,25.86632408,84.42379269,6.079178787999999,114.5357503,banana
168,73,64,25.15006106,65.87136721,7.82464378,126.06421338,sugarcane
7,31,27,31.32863689,47.59319575,6.524114355,94.67344737,mango
127,38,54,32.84316861,48.92807555,7.29083019,75.92135197,cotton
100,38,118,25.06329058,92.83497775,5.76495899,267.93332114,coconut
12,37,30,31.09779147,47.41196659,4.546466109,90.28624348,mango
36,128,204,25.23542319,80.68700527,5.695792761,67.03840888,grapes
85,52,47,30.04465001,63.67658741,7.39059243,162.35393039,soybean
78,43,51,21.22831397,89.75830926,5.73876232,158.40826151,turmeric
97,36,54,31.69712834,54.76916079,6.06050501,169.08083653,soybean
39,24,39,23.65374106,93.32657504,6.431265737,109.8076178,pomegranate
103,44,64,20.04524502,81.17037906,5.6105171,110.67960085,turmeric
90,25,43,23.35742153,80.1487419,5.79728336,195.37966492,tea
29,132,204,23.08950736,90.22507299,6.0967531,108.2166601,apple
64,47,42,24.4513308,85.6912705,5.87729948,287.19837257,cardamom
38,24,33,28.28905147,97.00396405,5.973853124,142.9403233,coconut
45,20,48,24.95676225,46.82894159,7.13301315,89.48533304,jowar
63,17,35,25.9659993,35.87869077,6.2303872,63.30877838,bajra
138,60,64,25.76437449,83.90376017,7.47594518,281.36859959,sugarcane
6,66,15,34.93174223,30.40046769,6.3458060110000005,159.2649827,pigeonpeas
75,25,25,17.99219706,37.36163574,6.26847826,57.90764914,mustard
2,40,27,29.73770045,47.54885174,5.954626604,90.09586854,mango
109,37,57,23.25337062,60.54433634,6.55641252,139.98655813,cotton
113,57,44,24.90203728,46.51478478,7.58700053,150.73909602,cotton
1,48,24,29.34594634,85.60472562,6.232836962,59.03629954,mungbean
31,130,198,21.80129837,92.73446667,5.554823557000001,120.05866709999998,apple
149,76,48,33.25739928,73.89228194,7.24150988,150.88408464,sugarcane
116,45,41,29.07123166,50.94368587,7.35625754,122.69617127,cotton
143,47,90,28.63752447,73.43414649,5.78752432,236.08149281,banana
67,37,45,24.62428847,82.57725817,6.49734534,178.85214746,tea
35,41,18,28.70562673,81.59200689,6.705008503999999,59.87065439,mungbean
34,35,21,28.44524991,82.67639542,6.684381357,58.18713162,mungbean
39,138,203,21.19339319,82.33098331,6.399433771,74.62834921,grapes
5,68,20,19.04380471,33.10695144,6.12166671,155.3705624,pigeonpeas
28,130,196,22.13450646,94.67695747,6.062356467000001,112.9203223,apple
139,44,93,25.11743897,75.91211271,6.41084172,146.06100254,banana
63,47,47,24.80727119,86.32187558,6.30598353,153.44002514,cardamom
75,37,60,28.24134386,93.28380644,7.17325473,156.83434305,coconut
93,20,50,29.93061247,93.22980899,6.448792688999999,24.34814338,muskmelon
154,67,77,24.49505551,94.34908655,7.02491153,155.83325841,banana
23,56,47,30.22870859,60.67359575,6.36435656,121.5622371,groundnut
132,38,76,30.82845061,60.0695417,7.84126316,87.58328121,cotton
51,23,42,18.58982327,48.17881493,7.49893962,31.28349003,mustard
88,55,45,24.63544858,80.41363018,7.730367824,253.7202781,rice
79,29,64,23.16510034,85.38299376,6.15274462,186.17647127,coffee
82,50,94,25.49519709,88.60028973,7.31609458,232.52564929,banana
26,68,24,28.04849594,64.07691942,7.504930973,37.15824966,lentil
98,79,50,25.34119774,84.47321314,6.435917308,91.06493353,banana
20,62,18,29.36358721,64.98742947,7.366542647,61.91208707,blackgram
63,25,63,25.59753372,67.83738678,6.37199933,133.52330013,coffee
92,58,70,28.77075679,78.9818406,6.07315572,143.9373441,turmeric
107,26,76,30.29324885,71.41026667,6.23080322,205.67560419,coconut
31,25,12,18.05142392,90.03969587,7.016482298,111.7793889,orange
17,16,14,16.39624284,92.18151927,6.625538653,102.944161,orange
77,39,37,28.76395821,62.01001113,5.95386904,170.42722294,cotton
89,34,51,25.52965958,60.82883676,5.06964591,147.83369754,coffee
51,40,54,21.04538271,69.98531586,5.07580406,243.69713491,coffee
106,61,95,27.8450851,72.72906595,6.4993921,231.78602162,banana
62,25,112,29.24743883,86.85747579,6.17685115,218.33787264,coconut
173,63,46,34.97257057,88.23598699,6.00071125,141.85399057,sugarcane
113,58,61,31.06398216,71.81812804,7.11957939,203.42375262,banana
49,46,31,19.6801339,37.28459539,7.84145193,66.72352813,mustard
75,48,27,14.81116697,57.25053616,6.26433549,47.99930302,mustard
137,40,43,25.01856889,80.0806103,7.50943519,172.01847202,sugarcane
92,20,55,25.10474753,87.52676159999999,6.5877912620000005,59.26519444,watermelon
111,53,49,34.76408708,47.82514948,5.63980077,178.21318112,cotton
120,24,47,26.98603693,89.4138489,6.260838965,58.54876687,watermelon
19,38,26,31.48451729,48.77926304,4.525722333,93.17221967,mango
113,6,52,27.76317235,90.35567642,6.740983646,25.21609113,muskmelon
71,44,46,27.82681536,54.06584694,6.05394801,50.96002169,jowar
56,59,55,37.03551903,91.79430166,6.551892637999999,188.5181422,papaya
107,22,54,27.99611732,90.84660317,6.630301421,21.61893763,muskmelon
110,71,74,24.33731077,87.50517454,6.79311171,266.33249508,sugarcane
95,55,42,26.79533926,82.1480873,5.950660556,193.3473987,rice
51,34,83,31.03629699,92.46323919,7.0614343,310.32997789,coconut
106,31,33,16.31158938,55.13096197,6.75921436,51.26955654,wheat
87,32,67,24.01982384,94.1920673,5.59245702,243.67121748,cardamom
104,67,47,27.39072922,79.72884843,7.72301509,281.99783698,sugarcane
158,64,110,24.5139843,76.00324294,6.66446279,118.44692581,banana
60,34,38,29.24194323,34.60139486,6.59630588,86.32572727,jowar
6,139,199,25.67385024,81.6212135,6.29099842,74.10919422,grapes
9,80,19,21.80619564,18.57086554,5.945465949,125.0972687,kidneybeans
120,40,33,24.23850608,54.30329632,6.73410539,115.1564012,coffee
55,17,16,28.48583503,29.772647,7.57455506,49.4384193,bajra
86,39,75,19.3777235,75.69330834,6.13782806,150.62324948,cardamom
91,59,45,28.10046306,72.72215971,7.00179264,142.57009694,soybean
19,7,9,27.255435,91.71369387,6.969883482999999,101.139435,orange
58,21,109,25.42877607,75.33148122,5.85093266,270.48167854,coconut
95,23,45,27.82424457,90.56698742,6.266208727,21.19014526,muskmelon
94,31,57,25.17128589,84.42397957,5.15961083,212.1455106,coffee
18,12,8,12.59093977,91.81668769,6.206053072,119.39167179999998,orange
100,56,28,20.99352241,56.71334403,6.51176758,112.6822531,wheat
0,17,30,35.47478322,47.97230503,6.279133738,97.79072474,mango
105,72,62,32.5389203,71.93461854,6.04112064,213.76846159,sugarcane
12,8,10,16.14820285,91.4448027,7.995848977,107.4287664,orange
75,51,37,19.34614587,56.53718126,7.24051941,53.51020269,wheat
11,61,21,18.62328774,23.02410338,5.532100554,135.33780330000002,kidneybeans
125,53,87,27.65118813,67.80437727,7.06483802,184.17218171,turmeric
135,43,16,23.47986888,81.73049149,6.720449769,86.76287924,cotton
120,20,45,25.66576039,88.6984228,6.114128685,54.22722466,watermelon
36,27,26,26.58413917,95.78923137,6.25449571,171.6262299,coconut
52,65,20,32.81705216,66.15665137,6.814301033,68.83924882,blackgram
19,57,23,23.6734328,47.2879691,7.342409555,141.12507219999995,pigeonpeas
99,56,17,24.10859207,73.13112261,6.234330356,71.07562236,maize
21,62,24,33.49077065,62.73317204,6.8473828910000005,65.45328463,blackgram
37,64,22,17.48189735,18.8251973,5.954665349,121.9401369,kidneybeans
60,36,43,23.43121862,83.06310136,5.286203711000001,219.9048349,rice
51,56,18,28.12787838,64.2097765,6.706505915,70.86340755,blackgram
113,40,75,28.22718874,75.39737409,6.10400804,200.88223655,coconut
85,30,23,16.47856733,55.25054876,7.18992435,105.01898471,wheat
120,26,66,23.97826098,71.56801674,6.12040307,173.70619988,tea
90,48,45,20.12196373,64.66026754,6.4928565,153.97984917,soybean
78,24,87,28.65636677,77.74326395,5.97191898,162.06076033,coconut
73,32,52,26.03912897,94.34654284,6.30508765,157.62011756,cardamom
75,39,31,22.22347633,45.84791948,7.47084482,65.62521876,mustard
78,43,36,24.71576085,34.61951146,7.38438772,104.51825086,jowar
40,70,20,31.80130272,45.03186173,5.623490042999999,147.03614419999997,pigeonpeas
88,45,73,25.19765065,86.61862701,6.86034979,101.78836014,banana
80,77,49,26.05433004,79.39654531,5.519088423,113.2297373,banana
168,45,46,25.4163385,80.58175244,6.02537383,120.73859412,sugarcane
37,77,20,25.93381964,68.70533022,7.080506001,51.02372773,lentil
92,36,74,24.4273821,64.3886521,6.04481367,240.1390998,coffee
89,46,84,31.0501502,78.1661775,6.46666014,260.04102273,coconut
89,37,75,31.38894329,47.99245456,7.03342958,68.26346584,cotton
121,64,69,27.16033072,67.35406708,6.74643237,238.34052457,sugarcane
68,31,45,19.96126221,44.756292,7.00869329,119.63705434,wheat
83,60,36,25.59704938,80.14509262,6.903985986,200.834898,rice
77,26,86,25.19711961,82.27831046,6.32627546,154.89709614,tea
55,35,21,31.66010164,52.94709378,7.16407619,104.35225253,groundnut
40,64,16,16.43340342,24.24045875,5.926676985,140.3717815,kidneybeans
139,57,78,26.73737568,85.58591381,6.50762827,206.49287703,sugarcane
95,58,98,31.13748282,82.88867473,7.36439038,244.86887533,banana
14,41,17,29.12939524,88.48312598,7.085982325,36.45012824,mungbean
40,16,35,31.89356292,49.02450149,6.4841522000000005,89.59371481,mango
67,20,27,34.39683543,38.5301112,5.85823118,51.52631783,bajra
108,38,24,23.41022496,76.43836957,7.442217061,78.82199603,cotton
47,37,24,25.48962506,52.19321479,6.5061767,70.13383553,bajra
94,5,55,28.5854649,91.89216849,6.085682343999999,26.88372572,muskmelon
53,36,55,25.40291828,69.18813683,5.95083832,165.86882696,coffee
52,50,28,23.27486478,52.38031864,7.22375666,142.81639436,soybean
103,27,31,27.15998538,51.59100753,6.691541233,126.1752206,coffee
112,73,48,29.244063800000006,77.32017166,5.7074889870000005,90.66727868,banana
23,30,44,20.93892916,85.42912869,6.12476108,103.0295938,pomegranate
70,21,111,29.66466911,77.27438335,6.23382195,131.37174402,coconut
65,20,43,18.32476246,57.63003401,7.5945312,55.52622621,mustard
74,40,40,25.13842773,83.12053888,6.386259977999999,169.33884650000005,jute
82,29,35,26.67377159,52.24226285,6.246872394,156.15438980000005,coffee
142,52,53,27.24698954,67.64695904,7.89047811,268.59769032,sugarcane
74,19,28,26.21197187,33.03957628,6.1343696,44.01747811,bajra
27,39,21,25.21855427,45.85122876,7.03851974,111.96617318,groundnut
2,61,20,22.13974653,23.02251117,5.95561668,76.64128258,kidneybeans
82,13,52,27.11535046,94.86907886,6.442810053,26.51924782,muskmelon
82,26,47,28.50416396,93.46806467,6.565312652999999,24.20007242,muskmelon
62,29,20,33.67167768,45.56047699,7.00292867,78.10626386,bajra
111,42,99,26.06300778,94.95309969,5.74134786,144.20570464,coconut
18,27,41,22.36509395,92.30882391,7.175344328,104.8216333,pomegranate
152,77,73,29.37240351,76.75112909,6.61736674,274.79031492,sugarcane
141,65,86,33.1231736,80.25590426,5.59373769,114.6761906,banana
94,33,43,24.21187128,58.45380373,7.22019962,100.23900539,soybean
33,14,8,21.03200078,92.9641969,7.684420446,110.6823944,orange
71,24,72,24.84019734,82.15667496,5.15444353,189.97895636,coffee
13,61,24,18.29783597,69.6897615,7.629910252999999,49.39111479,lentil
67,33,66,29.75269325,78.31035948,6.52980477,313.91580592,coconut
82,25,51,24.31334971,87.47409052,6.074209622000001,48.11248366,watermelon
102,32,83,23.11633219,76.51486386,5.67102095,183.00080172,tea
13,74,25,24.12192608,61.09533545,6.461618577,44.23629285,lentil
91,94,46,29.36792366,76.24900101,6.149934034,92.82840911,banana
27,48,34,28.32424507,65.62821634,7.1910079,117.55867608,groundnut
77,38,36,21.8652524,80.1923008,5.953933276,224.55501690000003,rice
6,8,11,24.35590861,92.39651663,6.600948787999999,119.6946577,orange
36,29,13,20.68185224,90.91510525,7.829507245,109.7513927,orange
7,74,17,22.47253208,62.56532471,5.667419697000001,96.74706956,pigeonpeas
84,7,51,26.81530456,87.65694462,6.399669044,55.74073582,watermelon
74,22,68,24.51393765,89.13676834,5.67267961,191.7389739,cardamom
80,27,45,25.44199289,34.24607618,6.06981484,73.70615012,jowar
116,42,98,25.84504664,77.91960219,6.01402383,176.51966826,coconut
80,29,87,29.81481488,77.99374916,6.5381802,157.87648293,coconut
19,39,17,29.2808618,81.8009244,6.890156495,44.47427436,mungbean
52,33,48,28.24348853,50.48212434,6.5473041,97.90026781,groundnut
39,24,14,30.55472573,90.90343769,7.189259647,106.0711985,orange
88,40,61,27.02037667,81.69825183,5.797095,228.15604835,tea
127,45,65,27.61385166,59.99259476,6.77920255,130.16250368,cotton
105,77,52,29.16226551,76.16151562,5.816622478999999,100.0075679,banana
50,32,20,28.74869852,39.56261283,6.00960922,35.01740286,bajra
113,85,45,27.94972463,76.63713353,6.037430836,109.0921631,banana
116,5,54,25.37601283,80.99313508,6.65398725,57.23028471,watermelon
37,18,12,10.2708877,90.19147747,7.401121811,106.69552040000002,orange
120,60,15,22.31871914,83.86129998,7.288377241,65.35747011,cotton
83,25,53,26.49195283,80.04678201,6.057697106,57.72799157,watermelon
55,47,44,25.32750589,72.04738353,7.1880667,139.15960439,soybean
117,43,25,24.68854799,78.51206972,7.839849298,69.31153566,cotton
156,42,82,29.70306045,76.9580697,7.95818989,154.86686793,sugarcane
27,56,22,19.91853092,20.70099804,5.833010957999999,108.6434544,kidneybeans
23,44,30,25.31185747,56.09786317,6.74815084,89.00106403,groundnut
20,7,45,18.90592319,89.24126808,6.077886012,112.4750941,pomegranate
80,47,93,33.79502664,72.94324224,6.56435752,317.69094691,coconut
92,63,53,29.00189953,88.78380009,6.40965341,136.13575537,turmeric
80,58,53,24.08336552,64.65301781,7.11702608,110.45278241,cotton
67,34,28,24.72601876,44.98435828,6.60285866,76.67252976,wheat
82,50,72,21.97621449,88.86345103,6.70986455,157.68695342,turmeric
42,55,24,23.19242386,50.07927423,6.27717351,69.69674873,groundnut
34,38,31,35.37775595,45.58110023,6.454045329,97.41586402,mango
107,60,20,21.66760137,41.53284404,7.18919301,57.01940702,wheat
31,20,30,32.17752026,54.01352682,6.207495815,91.88766069,mango
66,60,38,22.08576562,83.47038318,6.372576327000001,231.7364957,rice
33,121,203,22.45696744,94.76285385,5.6059340870000005,114.8407725,apple
31,35,23,30.30260453,47.18283631,7.707595055,68.04039813,mothbeans
83,10,53,24.92994759,85.00802358,6.195142279,48.75859458,watermelon
114,30,62,26.97974202,89.04195111,6.92849588,153.25193643,coconut
131,40,78,24.41683127,83.04328136,5.62825466,185.80669247,banana
86,95,49,28.05484146,78.04602887,6.458714879,108.3957179,banana
78,48,22,23.08974909,63.10459626,5.588650585,70.43473609,maize
115,11,46,24.41592661,89.39655519,6.623167177000001,40.32161859,watermelon
71,34,54,24.45886475,81.57116475,6.15743665,246.84944525,tea
92,53,78,27.50479003,72.33163345,6.5346355,120.19611358,banana
0,67,22,29.82112112,69.4073209,6.5937983870000005,51.56461082,lentil
63,28,39,32.56891457,52.57505056,7.83331966,76.70264258,jowar
124,40,77,25.20890139,76.72062227,6.73139879,218.34080472,banana
81,6,55,24.88910524,85.87059083,6.110142735,51.70699144,watermelon
26,80,18,19.32509638,23.3334788,5.581021521,104.7783947,kidneybeans
12,6,8,30.84835031,92.86773675,6.388617138,107.4142681,orange
72,15,31,27.18469579,34.67701491,6.18167718,85.22842199,bajra
50,43,30,25.07449241,66.11233658,6.6490603,67.90885887,groundnut
109,21,55,24.9004602,89.73524177,6.770278088,57.44942094,watermelon
78,55,26,22.40758582,62.46295349,7.47623311,142.54203074,soybean
88,21,79,34.17510207,74.55372148,5.67874329,249.18987346,coconut
103,60,52,24.11785778,59.88457667,7.96626282,163.10604981,cotton
4,134,200,28.57828803,80.95628959,5.840256272,73.34232097,grapes
6,123,203,12.7567962,81.62497448,6.130310493,66.77844567,grapes
50,56,76,20.99502153,19.8601304,7.966605025,73.50734019,chickpea
99,53,40,28.11474531,58.23880023,7.00371186,163.11049396,soybean
100,37,66,25.91378726,86.96999131,5.20096127,163.06587437,coffee
20,122,204,11.7976469,80.86325389,6.487369687,65.06962486,grapes
88,61,54,24.80108943,79.49510109,7.23256777,151.11365801,turmeric
131,53,36,34.35658416,59.44429599,6.74764568,61.27609238,cotton
27,79,82,17.06579293,17.54024066,6.307004922999999,70.87150577,chickpea
26,64,22,25.95058595,40.58227261,5.16516459,109.1821183,pigeonpeas
116,71,47,27.57278064,82.0638878,6.435785799,91.34276507,banana
23,142,197,39.06555518,82.03812973,6.000573725,69.30772897,grapes
105,23,49,28.28025864,76.46407235,6.20565123,224.31329862,tea
108,88,55,26.28845991,83.390039,5.891458107,113.8729798,banana
105,53,47,15.07340217,59.10413821,7.39638312,85.25631907,wheat
50,26,40,28.87590865,45.98508902,7.75621163,87.26906472,bajra
32,70,49,30.57401731,46.41097666,7.02957097,129.06234944,groundnut
48,43,23,15.07199799,46.18891239,6.18767224,69.95001473,mustard
52,63,48,22.41054694,46.04159178,6.70505392,127.08685217,groundnut
86,79,45,27.81251452,82.69285419,5.80766417,99.20961514,banana
99,40,32,24.18471151,69.94807345,7.0455430560000005,163.27087319999995,coffee
70,23,26,10.04925926,52.88342752,6.75385331,36.97610641,mustard
47,79,78,17.48395377,14.76014523,6.609696734,65.11365631,chickpea
63,23,25,28.05908104,48.96767396,7.21529765,40.54245202,jowar
102,14,52,26.79489868,89.64815231,6.51075991,57.74091817,watermelon
80,45,20,16.41571636,60.23318448,7.21594752,96.33264769,wheat
14,25,40,20.07386547,90.97819712,6.407872061,103.7084055,pomegranate
65,39,50,30.23752822,54.93263673,6.43530235,160.46773217,soybean
52,33,79,27.8093471,77.83946861,5.5482956,245.47161518,coffee
69,30,31,18.80837653,51.2114818,7.02539304,106.87190683,wheat
36,45,30,26.34469914,45.5201527,7.31290548,142.28810785,groundnut
24,53,17,28.95451232,89.07866095,6.421271178,57.65901369,mungbean
92,43,79,19.57060298,71.76279974,6.31324982,250.43520222,tea
70,68,55,42.84609252,94.63548176,6.691202286,78.80996390000001,papaya
89,25,54,24.69368934,85.56967628,6.353107392999999,48.99390828,watermelon
108,52,92,20.47343813,82.55355892,7.01178169,164.92439523,turmeric
7,15,32,25.03512351,95.89739958,6.182232762000001,174.796583,coconut
18,125,203,22.44307715,91.59234006,6.160267496,102.5565807,apple
4,6,7,23.01014302,91.11764246,6.708889665,112.6738296,orange
111,37,24,18.64428138,47.68720816,6.45011485,114.64926972,wheat
87,43,49,16.07227814,73.96847503,6.73423895,176.33665853,cardamom
85,53,38,24.90075709,73.84186449,6.588017308,153.8990984,jute
77,56,33,30.07950409,73.4502221,6.93681586,124.18260962,soybean
133,57,19,23.54234715,75.98203329,7.947011366,84.12536744,cotton
85,22,53,25.96534238,89.77076659,6.849471704,59.46338556,watermelon
86,40,39,25.72100868,88.16513579,6.207459637,175.60866969999995,jute
79,25,45,23.06224318,82.95246638,6.14211893,211.28053359,tea
27,59,20,28.00937423,52.60950014,4.397698806,36.01203025,mothbeans
69,51,36,24.90390708,64.63748993,6.82811132,58.40274186,wheat
81,26,45,24.45479836,52.51429518,7.81990928,95.12908299,mustard
55,28,66,22.75822522,79.46218799,5.46848886,228.31825113,coffee
68,62,50,33.20258348,92.76437927,6.977700268,197.5282582,papaya
76,47,101,34.94946876,87.46737314,7.19562952,130.04209191,coconut
74,38,47,26.70483203,60.37004136,5.92924996,173.19827124,cotton
33,120,205,35.12158265,82.26890793,5.550832177999999,69.71518491,grapes
19,79,19,20.06003985,67.76252583,6.677262562,42.89509057,lentil
110,70,48,28.24318767,68.73878786,7.66130402,81.44601207,cotton
37,23,28,25.61294367,94.3138837,5.7400545670000005,224.3206759,coconut
9,8,15,14.34320488,94.35734702,7.994465371,110.22231229999998,orange
101,37,18,22.92360984,82.68738535,7.63737841,92.91915074,cotton
42,41,44,15.19568167,47.65263513,6.25770655,75.19795743,mustard
34,76,80,20.65691793,15.84572566,7.985417393,65.23811143,chickpea
23,59,25,27.826262300000003,88.73100226,6.320768488,56.68833819,mungbean
80,48,37,23.22882058,67.15770466,6.75500037,73.83700843,soybean
77,47,113,29.69412926,87.49372173,6.93130773,232.19883718,coconut
62,30,48,21.19273672,71.08989258,6.1677682,166.20002992,coffee
13,60,25,17.13692774,20.59541693,5.68597166,128.256862,kidneybeans
25,64,20,33.15122581,32.45974539,4.807776748999999,105.03802749999998,pigeonpeas
83,11,53,29.54097171,92.91778307,6.163921247999999,21.9653077,muskmelon
102,11,45,29.03167341,93.12603235,6.35544263,24.15591199,muskmelon
60,55,36,26.12797248,80.49172597,7.132389299,150.6326874,jute
69,39,104,33.24892471,74.63531941,6.26789943,141.13748923,coconut
76,29,78,27.87606735,78.25126293,6.20842209,273.31743499,cardamom
81,30,31,24.65090184,51.93952357,7.027585558999999,135.1386537,coffee
97,50,41,24.52922681,80.54498576,7.070959995,260.2634026,rice
73,32,42,20.16058192,58.32196719,6.33241237,28.25283279,mustard
73,29,22,16.14182533,37.85953995,7.86808598,47.33460447,mustard
18,57,21,27.37659643,63.93927841,6.155915975,49.47371773,lentil
103,41,72,34.74920636,87.98716064,7.16137157,339.93533888,coconut
67,55,44,26.284017,75.14640198,7.251847296,182.2685447,jute
76,24,73,19.37365388,79.92920449,5.21502938,296.91708785,tea
4,43,18,29.02955344,61.09387478,8.840656256,72.98016599,mothbeans
22,69,24,27.52166047,64.44853879,7.19128479,69.13599146,groundnut
83,26,54,26.80920293,74.98333145,6.22154651,240.00298441,tea
32,79,15,23.90910104,20.74619325,5.706198621,81.60211243,kidneybeans
18,19,29,27.59376845,92.48519606,6.206077742000001,162.8432736,coconut
32,141,203,21.25941052,92.84416234,5.821347769,109.06584709999998,apple
90,44,90,27.84450203,75.85279705,5.71936251,245.28640612,tea
51,42,96,34.10994594,90.58637559,6.88398792,348.66094441,coconut
57,43,34,25.93196121,54.37423793,6.62825693,108.6953263,soybean
117,42,63,22.53690102,87.69246726,6.52079652,160.39430715,turmeric
76,38,102,29.22490816,73.05944553,5.57377128,151.07578531,coconut
12,61,19,19.33162606,24.13995025,5.655726817000001,68.51253427,kidneybeans
153,60,82,34.29039804,70.93713845,6.22491494,256.55106922,sugarcane
54,34,18,26.18591316,41.36579625,5.50738647,90.8562901,bajra
95,31,38,19.51405721,59.02888885,7.18926019,63.02459195,wheat
19,17,39,24.72485577,85.56083187,6.728599215,111.2787584,pomegranate
95,55,75,28.96117785,85.79305859,6.18562574,138.61948952,banana
101,28,52,26.0104514,62.83184319,6.00487749,186.69423828,coffee
59,22,37,32.83057525,54.37623607,5.89077825,78.6533079,bajra
97,29,27,27.74576987,54.36976075,7.205078785,139.8619431,coffee
106,44,50,21.40414436,65.86963193,6.25853207,173.378072,coffee
73,22,44,32.05848154,46.63190831,7.08262926,69.15930249,jowar
54,48,111,25.94406396,94.50187404,7.29248756,334.63918197,coconut
62,59,41,24.2248758,74.89465426,7.175170657000001,192.4931257,jute
36,43,24,27.09400578,43.65305437,3.510404312,41.53749535,mothbeans
86,40,64,27.65421814,87.9909,7.42710989,207.15026417,turmeric
8,50,21,28.62911222,89.11480590000002,6.218923893,50.49913241,mungbean
32,121,199,39.37102553,81.25353895,6.129812716,74.08101744,grapes
88,38,15,25.08239719,65.92195844,6.455116637000001,62.49190812,maize
113,54,85,34.93922063,77.25439675,7.24499661,122.46334266,banana
71,27,41,24.85124574,44.2068807,7.28639349,72.35716135,jowar
33,34,49,25.08388406,59.17781122,7.23808413,59.50396122,groundnut
35,67,49,41.31330062,91.1508798,6.617066674,239.7427554,papaya
93,46,56,19.33572914,88.54238003,6.66836357,280.24031265,cardamom
120,23,55,27.84492803,91.60666594,6.732049075,26.47844429,muskmelon
115,33,71,32.96646618,76.45033706,5.38992201,288.60644211,coconut
106,47,87,29.61684623,92.41508274,6.92044048,147.83554481,coconut
23,138,195,22.49095104,91.70292746,5.7959857160000015,124.3915101,apple
79,29,67,20.68891954,93.74215706,6.3339496,259.69783379,tea
35,135,199,21.77466746,80.54942557,6.400719746,69.39630398,grapes
105,37,60,31.1055918,51.78126835,6.90431113,138.78670213,cotton
31,51,25,27.53592929,85.57019009999998,7.196774236,53.01899249,mungbean
86,47,38,28.8916662,60.68374855,6.97338731,142.66143902,soybean
44,64,54,29.80744318,91.38048469,6.74274935,232.7046126,papaya
104,18,30,23.60301571,60.39647474,6.779832611000002,140.9370415,coffee
27,24,41,24.32770134,90.88292835,6.610251186,110.4606459,pomegranate
97,47,60,30.36639631,81.08270817,6.04902601,139.31524964,turmeric
89,42,68,32.88817669,80.95534635,6.68450101,234.47616824,coconut
120,44,72,18.71632716,79.13210888,5.8127763,291.06033977,tea
70,29,51,17.58592823,93.32190498,6.00072324,258.47473305,cardamom
100,38,49,31.31768331,70.47926973,6.41642018,79.66611074,soybean
27,57,24,27.33534897,43.35795962,6.09186275,142.33036769999995,pigeonpeas
99,57,38,24.80624984,82.09281674,6.356295567999999,156.3616174,jute
72,29,34,30.07557727,46.23934351,5.74836041,93.23501124,bajra
105,56,15,25.96779712,81.97904282,7.272316208999999,74.14169043,cotton
66,44,20,19.0781471,69.02298571,6.740000687999999,80.72515943,maize
36,54,46,42.54744013,94.94482086,6.662875839,214.41038480000003,papaya
109,53,45,24.35757563,60.94272946,7.29691696,77.89839296,wheat
95,36,68,26.85259163,82.97639802,5.3014791,141.0576246,coffee
8,26,36,18.78359608,87.4024767,6.804781106,102.5184759,pomegranate
35,69,23,16.78791503,24.96881755,5.578410206,75.45328039,kidneybeans
26,135,203,33.78372897,81.16314317,5.6851027689999984,74.53557341,grapes
90,54,27,15.32918483,48.93106359,6.85483441,115.89478021,wheat
117,34,25,24.83846178,56.7685316,7.21270048,124.4135035,coffee
16,73,19,18.41645629,34.80541039,4.684079249,163.27474730000003,pigeonpeas
